"SELECT","NAME","FULL_NAME","ST","ST_CLADE","period"
"AmsMSM","AmsMSM-SPLIT68","B_000_AmsMSM_AmsMSM-SPLIT68","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT69","B_000_AmsMSM_AmsMSM-SPLIT69","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT282","B_000_AmsMSM_AmsMSM-SPLIT282","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT360","B_000_AmsMSM_AmsMSM-SPLIT360","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT257","B_000_AmsMSM_AmsMSM-SPLIT257","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT250","B_000_AmsMSM_AmsMSM-SPLIT250","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT239","B_000_AmsMSM_AmsMSM-SPLIT239","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT427","B_000_AmsMSM_AmsMSM-SPLIT427","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT212","B_000_AmsMSM_AmsMSM-SPLIT212","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","B_000_AmsMSM_AmsMSM-SPLIT7","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT296","B_000_AmsMSM_AmsMSM-SPLIT296","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT172","B_000_AmsMSM_AmsMSM-SPLIT172","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT364","B_000_AmsMSM_AmsMSM-SPLIT364","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT268","B_000_AmsMSM_AmsMSM-SPLIT268","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT288","B_000_AmsMSM_AmsMSM-SPLIT288","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT51","B_000_AmsMSM_AmsMSM-SPLIT51","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT214","B_000_AmsMSM_AmsMSM-SPLIT214","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT159","B_000_AmsMSM_AmsMSM-SPLIT159","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT120","B_000_AmsMSM_AmsMSM-SPLIT120","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT177","B_000_AmsMSM_AmsMSM-SPLIT177","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT452","B_000_AmsMSM_AmsMSM-SPLIT452","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT359","B_000_AmsMSM_AmsMSM-SPLIT359","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT15","B_000_AmsMSM_AmsMSM-SPLIT15","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT363","B_000_AmsMSM_AmsMSM-SPLIT363","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT147","B_000_AmsMSM_AmsMSM-SPLIT147","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT269","B_000_AmsMSM_AmsMSM-SPLIT269","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT100","B_000_AmsMSM_AmsMSM-SPLIT100","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT217","B_000_AmsMSM_AmsMSM-SPLIT217","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT361","B_000_AmsMSM_AmsMSM-SPLIT361","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT255","B_000_AmsMSM_AmsMSM-SPLIT255","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT334","B_000_AmsMSM_AmsMSM-SPLIT334","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT138","B_000_AmsMSM_AmsMSM-SPLIT138","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT148","B_000_AmsMSM_AmsMSM-SPLIT148","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT303","B_000_AmsMSM_AmsMSM-SPLIT303","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT337","B_000_AmsMSM_AmsMSM-SPLIT337","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT409","B_000_AmsMSM_AmsMSM-SPLIT409","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT251","B_000_AmsMSM_AmsMSM-SPLIT251","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","G_000_AmsMSM_AmsMSM-SPLIT7","G",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT75","B_000_AmsMSM_AmsMSM-SPLIT75","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT361","B_000_AmsMSM_AmsMSM-SPLIT361","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT263","B_000_AmsMSM_AmsMSM-SPLIT263","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT195","B_000_AmsMSM_AmsMSM-SPLIT195","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT15","B_000_AmsMSM_AmsMSM-SPLIT15","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT44","B_000_AmsMSM_AmsMSM-SPLIT44","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT20","02AG_000_AmsMSM_AmsMSM-SPLIT20","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT369","B_000_AmsMSM_AmsMSM-SPLIT369","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT59","B_000_AmsMSM_AmsMSM-SPLIT59","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT37","01AE_000_AmsMSM_AmsMSM-SPLIT37","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT186","B_000_AmsMSM_AmsMSM-SPLIT186","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT127","B_000_AmsMSM_AmsMSM-SPLIT127","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT74","B_000_AmsMSM_AmsMSM-SPLIT74","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT377","B_000_AmsMSM_AmsMSM-SPLIT377","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT287","B_000_AmsMSM_AmsMSM-SPLIT287","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT208","B_000_AmsMSM_AmsMSM-SPLIT208","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT345","B_000_AmsMSM_AmsMSM-SPLIT345","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT114","B_000_AmsMSM_AmsMSM-SPLIT114","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT270","B_000_AmsMSM_AmsMSM-SPLIT270","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT16","01AE_000_AmsMSM_AmsMSM-SPLIT16","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT136","B_000_AmsMSM_AmsMSM-SPLIT136","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT5","C_000_AmsMSM_AmsMSM-SPLIT5","C",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT280","B_000_AmsMSM_AmsMSM-SPLIT280","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT383","B_000_AmsMSM_AmsMSM-SPLIT383","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT119","B_000_AmsMSM_AmsMSM-SPLIT119","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT71","B_000_AmsMSM_AmsMSM-SPLIT71","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT227","B_000_AmsMSM_AmsMSM-SPLIT227","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT315","B_000_AmsMSM_AmsMSM-SPLIT315","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT335","B_000_AmsMSM_AmsMSM-SPLIT335","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT3","02AG_000_AmsMSM_AmsMSM-SPLIT3","02AG",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT38","B_000_AmsMSM_AmsMSM-SPLIT38","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT412","B_000_AmsMSM_AmsMSM-SPLIT412","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT74","B_000_AmsMSM_AmsMSM-SPLIT74","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT170","B_000_AmsMSM_AmsMSM-SPLIT170","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT57","B_000_AmsMSM_AmsMSM-SPLIT57","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT426","B_000_AmsMSM_AmsMSM-SPLIT426","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT167","B_000_AmsMSM_AmsMSM-SPLIT167","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","02AG_000_AmsMSM_AmsMSM-SPLIT6","02AG",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT445","B_000_AmsMSM_AmsMSM-SPLIT445","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT62","B_000_AmsMSM_AmsMSM-SPLIT62","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT41","B_000_AmsMSM_AmsMSM-SPLIT41","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT9","C_000_AmsMSM_AmsMSM-SPLIT9","C",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","C_000_AmsMSM_AmsMSM-SPLIT6","C",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT205","B_000_AmsMSM_AmsMSM-SPLIT205","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT242","B_000_AmsMSM_AmsMSM-SPLIT242","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT414","B_000_AmsMSM_AmsMSM-SPLIT414","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT255","B_000_AmsMSM_AmsMSM-SPLIT255","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT132","B_000_AmsMSM_AmsMSM-SPLIT132","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT180","B_000_AmsMSM_AmsMSM-SPLIT180","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT130","B_000_AmsMSM_AmsMSM-SPLIT130","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","B_000_AmsMSM_AmsMSM-SPLIT7","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT350","B_000_AmsMSM_AmsMSM-SPLIT350","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT302","B_000_AmsMSM_AmsMSM-SPLIT302","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT173","B_000_AmsMSM_AmsMSM-SPLIT173","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT120","B_000_AmsMSM_AmsMSM-SPLIT120","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT322","B_000_AmsMSM_AmsMSM-SPLIT322","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT306","B_000_AmsMSM_AmsMSM-SPLIT306","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT130","B_000_AmsMSM_AmsMSM-SPLIT130","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT192","B_000_AmsMSM_AmsMSM-SPLIT192","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT133","B_000_AmsMSM_AmsMSM-SPLIT133","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT4","02AG_000_AmsMSM_AmsMSM-SPLIT4","02AG",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT282","B_000_AmsMSM_AmsMSM-SPLIT282","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT3","G_000_AmsMSM_AmsMSM-SPLIT3","G",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT365","B_000_AmsMSM_AmsMSM-SPLIT365","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT294","B_000_AmsMSM_AmsMSM-SPLIT294","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT24","B_000_AmsMSM_AmsMSM-SPLIT24","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT318","B_000_AmsMSM_AmsMSM-SPLIT318","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT378","B_000_AmsMSM_AmsMSM-SPLIT378","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT261","B_000_AmsMSM_AmsMSM-SPLIT261","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT111","B_000_AmsMSM_AmsMSM-SPLIT111","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","01AE_000_AmsMSM_AmsMSM-SPLIT6","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT355","B_000_AmsMSM_AmsMSM-SPLIT355","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT125","B_000_AmsMSM_AmsMSM-SPLIT125","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT265","B_000_AmsMSM_AmsMSM-SPLIT265","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT13","B_000_AmsMSM_AmsMSM-SPLIT13","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT275","B_000_AmsMSM_AmsMSM-SPLIT275","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT14","B_000_AmsMSM_AmsMSM-SPLIT14","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT121","B_000_AmsMSM_AmsMSM-SPLIT121","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT430","B_000_AmsMSM_AmsMSM-SPLIT430","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT379","B_000_AmsMSM_AmsMSM-SPLIT379","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT183","B_000_AmsMSM_AmsMSM-SPLIT183","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT323","B_000_AmsMSM_AmsMSM-SPLIT323","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT196","B_000_AmsMSM_AmsMSM-SPLIT196","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT85","B_000_AmsMSM_AmsMSM-SPLIT85","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT110","B_000_AmsMSM_AmsMSM-SPLIT110","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT59","B_000_AmsMSM_AmsMSM-SPLIT59","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT109","B_000_AmsMSM_AmsMSM-SPLIT109","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT103","B_000_AmsMSM_AmsMSM-SPLIT103","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT25","B_000_AmsMSM_AmsMSM-SPLIT25","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT356","B_000_AmsMSM_AmsMSM-SPLIT356","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT297","B_000_AmsMSM_AmsMSM-SPLIT297","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT33","01AE_000_AmsMSM_AmsMSM-SPLIT33","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT181","B_000_AmsMSM_AmsMSM-SPLIT181","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT349","B_000_AmsMSM_AmsMSM-SPLIT349","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT276","B_000_AmsMSM_AmsMSM-SPLIT276","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT94","B_000_AmsMSM_AmsMSM-SPLIT94","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT13","B_000_AmsMSM_AmsMSM-SPLIT13","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT195","B_000_AmsMSM_AmsMSM-SPLIT195","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT351","B_000_AmsMSM_AmsMSM-SPLIT351","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT110","B_000_AmsMSM_AmsMSM-SPLIT110","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT97","B_000_AmsMSM_AmsMSM-SPLIT97","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT77","B_000_AmsMSM_AmsMSM-SPLIT77","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT213","B_000_AmsMSM_AmsMSM-SPLIT213","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT304","B_000_AmsMSM_AmsMSM-SPLIT304","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT83","B_000_AmsMSM_AmsMSM-SPLIT83","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT391","B_000_AmsMSM_AmsMSM-SPLIT391","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT254","B_000_AmsMSM_AmsMSM-SPLIT254","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT192","B_000_AmsMSM_AmsMSM-SPLIT192","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT299","B_000_AmsMSM_AmsMSM-SPLIT299","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT303","B_000_AmsMSM_AmsMSM-SPLIT303","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT457","B_000_AmsMSM_AmsMSM-SPLIT457","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","B_000_AmsMSM_AmsMSM-SPLIT6","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT324","B_000_AmsMSM_AmsMSM-SPLIT324","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT360","B_000_AmsMSM_AmsMSM-SPLIT360","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT5","G_000_AmsMSM_AmsMSM-SPLIT5","G",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT185","B_000_AmsMSM_AmsMSM-SPLIT185","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT320","B_000_AmsMSM_AmsMSM-SPLIT320","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT54","B_000_AmsMSM_AmsMSM-SPLIT54","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT303","B_000_AmsMSM_AmsMSM-SPLIT303","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT292","B_000_AmsMSM_AmsMSM-SPLIT292","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT1","B_000_AmsMSM_AmsMSM-SPLIT1","B",4,"pre-startd"
"AmsMSM","AmsMSM-SPLIT215","B_000_AmsMSM_AmsMSM-SPLIT215","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT249","B_000_AmsMSM_AmsMSM-SPLIT249","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT108","B_000_AmsMSM_AmsMSM-SPLIT108","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT16","02AG_000_AmsMSM_AmsMSM-SPLIT16","02AG",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT80","B_000_AmsMSM_AmsMSM-SPLIT80","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT325","B_000_AmsMSM_AmsMSM-SPLIT325","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT456","B_000_AmsMSM_AmsMSM-SPLIT456","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT433","B_000_AmsMSM_AmsMSM-SPLIT433","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT216","B_000_AmsMSM_AmsMSM-SPLIT216","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT437","B_000_AmsMSM_AmsMSM-SPLIT437","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT290","B_000_AmsMSM_AmsMSM-SPLIT290","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT328","B_000_AmsMSM_AmsMSM-SPLIT328","B",1,"post-startd"
"AmsMSM","AmsMSM-SPLIT264","B_000_AmsMSM_AmsMSM-SPLIT264","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT198","B_000_AmsMSM_AmsMSM-SPLIT198","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT301","B_000_AmsMSM_AmsMSM-SPLIT301","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT197","B_000_AmsMSM_AmsMSM-SPLIT197","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT30","B_000_AmsMSM_AmsMSM-SPLIT30","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT343","B_000_AmsMSM_AmsMSM-SPLIT343","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT97","B_000_AmsMSM_AmsMSM-SPLIT97","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT392","B_000_AmsMSM_AmsMSM-SPLIT392","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT11","C_000_AmsMSM_AmsMSM-SPLIT11","C",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT221","B_000_AmsMSM_AmsMSM-SPLIT221","B",2,"post-startd"
"AmsMSM","AmsMSM-SPLIT182","B_000_AmsMSM_AmsMSM-SPLIT182","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT189","B_000_AmsMSM_AmsMSM-SPLIT189","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT57","B_000_AmsMSM_AmsMSM-SPLIT57","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT240","B_000_AmsMSM_AmsMSM-SPLIT240","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT251","B_000_AmsMSM_AmsMSM-SPLIT251","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT61","B_000_AmsMSM_AmsMSM-SPLIT61","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT260","B_000_AmsMSM_AmsMSM-SPLIT260","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT63","B_000_AmsMSM_AmsMSM-SPLIT63","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT263","B_000_AmsMSM_AmsMSM-SPLIT263","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT136","B_000_AmsMSM_AmsMSM-SPLIT136","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT154","B_000_AmsMSM_AmsMSM-SPLIT154","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT118","B_000_AmsMSM_AmsMSM-SPLIT118","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT16","B_000_AmsMSM_AmsMSM-SPLIT16","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT455","B_000_AmsMSM_AmsMSM-SPLIT455","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT72","B_000_AmsMSM_AmsMSM-SPLIT72","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT361","B_000_AmsMSM_AmsMSM-SPLIT361","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT356","B_000_AmsMSM_AmsMSM-SPLIT356","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT84","B_000_AmsMSM_AmsMSM-SPLIT84","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT73","B_000_AmsMSM_AmsMSM-SPLIT73","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT110","B_000_AmsMSM_AmsMSM-SPLIT110","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT372","B_000_AmsMSM_AmsMSM-SPLIT372","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT156","B_000_AmsMSM_AmsMSM-SPLIT156","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT15","C_000_AmsMSM_AmsMSM-SPLIT15","C",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","B_000_AmsMSM_AmsMSM-SPLIT6","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT37","B_000_AmsMSM_AmsMSM-SPLIT37","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT8","C_000_AmsMSM_AmsMSM-SPLIT8","C",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT231","B_000_AmsMSM_AmsMSM-SPLIT231","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT392","B_000_AmsMSM_AmsMSM-SPLIT392","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT249","B_000_AmsMSM_AmsMSM-SPLIT249","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT42","B_000_AmsMSM_AmsMSM-SPLIT42","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT137","B_000_AmsMSM_AmsMSM-SPLIT137","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT190","B_000_AmsMSM_AmsMSM-SPLIT190","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT357","B_000_AmsMSM_AmsMSM-SPLIT357","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT234","B_000_AmsMSM_AmsMSM-SPLIT234","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT321","B_000_AmsMSM_AmsMSM-SPLIT321","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT13","02AG_000_AmsMSM_AmsMSM-SPLIT13","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT352","B_000_AmsMSM_AmsMSM-SPLIT352","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT40","B_000_AmsMSM_AmsMSM-SPLIT40","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT55","B_000_AmsMSM_AmsMSM-SPLIT55","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT32","B_000_AmsMSM_AmsMSM-SPLIT32","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT168","B_000_AmsMSM_AmsMSM-SPLIT168","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT159","B_000_AmsMSM_AmsMSM-SPLIT159","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT178","B_000_AmsMSM_AmsMSM-SPLIT178","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT25","02AG_000_AmsMSM_AmsMSM-SPLIT25","02AG",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT461","B_000_AmsMSM_AmsMSM-SPLIT461","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT308","B_000_AmsMSM_AmsMSM-SPLIT308","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT149","B_000_AmsMSM_AmsMSM-SPLIT149","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT7","B_000_AmsMSM_AmsMSM-SPLIT7","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT372","B_000_AmsMSM_AmsMSM-SPLIT372","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT362","B_000_AmsMSM_AmsMSM-SPLIT362","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT434","B_000_AmsMSM_AmsMSM-SPLIT434","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT279","B_000_AmsMSM_AmsMSM-SPLIT279","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT24","B_000_AmsMSM_AmsMSM-SPLIT24","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT336","B_000_AmsMSM_AmsMSM-SPLIT336","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT169","B_000_AmsMSM_AmsMSM-SPLIT169","B",2,"pre-startd"
